product_name,overall_rating,site_category_lv1,site_category_lv2,reviewer_gender,reviewer_state,review_text
af17 fritadeira oleo grand family 5l,Nota: nota 5,eletroportateis,panela eletrica,m,sp,excelente produto adorei entrega rapida bem antes previsto vez prazer comprar lojas americanas produtos qualidade precos acessivel recomendo parabens lojas americanas
afiador amolador eletrico faca tesoura ferramentas tesoura tv,Nota: nota 1,linha industrial,equipamentos industriais,m,ba,nao afia fraco propaganda enganosa deveriam devolver dinheiro comprou | produto porcaria notase fragilidade retirar caixa entao coisa piora voce coloca pilhas produto sequer funciona pior vai site desistir compra preenche tudo mandam aguardar instrucoes caixa postal enada nao compre arapuca | aparelho nao forca trava todo instante so pressionar pouco faca exemplo | ia comprar produto antes vim ler liacoes obrigado | produto simplesmente nao afia nada nao faz diz propaganda continuo afiando facas afiador manual | produto simplesmente nao funciona nao conseguindo devolver produto | nao funciona tampa pilhas quebrada nao manual nao vale pena comprar perdi r 5800 reais quanto paguei frete contrariado nao compro nada desta firma
afiador amolador facas tesoura canivete facao ventosa,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,m,rj,parabens agilidade entrega qualidade produto
afiador facas diamantado tramontina,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,m,sp,surpreendi qualidade desse afiador bem resistente
afiador facas tesouras metalurgica mor linha assador 23x85cm,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,m,sp,devido problemas tecnicos logisticos compra equivocadamente mandada alterada apos consultar opinar americanascom resolveram prontamente problema mim comprador tempo garantia satisfacao compras portanto satisfeito produto escolhido otimo eficaz pratico facil usar recomendo todos vale pena
afiador facas tungstenio anysharp,Nota: nota 5,utilidades domesticas,utensilios acessorios domesticos,m,sp,confesso olhando nao botar fe utilizar percebemos quao eficiente facil utilizar afiacao perfeita “comer” faca fio perfeito fica realmente “lambendo” pros facilidade preparo alimentos comida gostosa mulharada feliz vida contras nao ha
afinador digital cromatico violao baixo violino ukulele adc10p preto,Nota: nota 3,instrumentos musicais,metronomo afinador,f,rj,nao top linha satisfaz expectativas pequenoleve pratico facil usar
agenda 2018 diaria executiva torino tilibra,Nota: nota 5,papelaria,agendas calendarios,m,sp,otima compra preco compativel entrega dentro prazo condicoes prometidas
agenda 2018 planner west village esp m7 17980 tilibra,Nota: nota 5,papelaria,agendas calendarios,f,mg,amei todo ano compro agenda nao chego metade ano elars desta ves indo super bem finho leve cabe bolsa ocupar espaco conseguir visualizar semana toda facilita apaixonada organizada hahahaha voltei loja comprar amiga infelizmente ja esgotado ja deixei cadastro votar ter certeza usarei ano vem igual
agenda dandy 2018 semanal preta foroni,Nota: nota 1,papelaria,agendas calendarios,f,rs,nunca recebi produto devo proceder reembolsada
agimax kerax restauracao instantanea 1000ml,Nota: nota 5,beleza perfumaria,cabelo,m,mg,quantidade queratina produto causa efeito hidratante brilho cabelos
agua oxigenada harina 20 vol 900ml,Nota: nota 5,beleza perfumaria,cabelo,f,sp,ja usei antes gostei agora comprando maior quantidade uso pessoal tambem limpeza roupas
agulha mega hair entrelacamento,Nota: nota 2,beleza perfumaria,produtos cabelo,f,sp,fiz pedido dessa agulha ja mes ate hoje nao chegou comprei estoque comprei precisando agradeco espero respostaobrigada
ah64 apache attack helicoptero 132 revell rev4575,Nota: nota 5,brinquedos,modelismo,m,sp,kit dificil encontrar normalmente acha escala 148 pra gosta desse modelo recomendo compra demora
air fryer inox red premium 127v mondial af14,Nota: nota 4,eletroportateis,fritadeira eletrica,f,mg,comprei gostei muitonao deixa desejar referente outras marcas batatas entao hummmm tudo bomos hamburgues adues gordurinhas espirrando fogao rsrsrsrs mime outros membros familia possuem mesma fritadeira aprovadissima
alaide costa dama cancao,Nota: nota 5,musica,mpb,m,rj,registro audio video cantora impar
alarme antisono motoristas outras profissionais,Nota: nota 5,audio,micro system,m,pr,gostei produto cumpre promete eficaz pratico usar contar pode salvar vidas pra dirige noite
alarme automotivo cyber exact 360 positron,Nota: nota 5,automotivo,alarme rastreador,m,sp,entrega rapida produto excelente recomendo
alarme automotivo positron ex330 chave canivete,Nota: nota 5,automotivo,alarme rastreador,m,sp,produto primeira linha so nao recomento comprar aqui caro connect parts 19700 diferenca grande 11200 diferenca
alarme carro positron cyber px 360 bt universal bluetooth,Nota: nota 1,automotivo,alarme rastreador,f,rj,posso avaliar algo q nao recebi posso avaliar algo q nao recebi posso avaliar algo q nao recebi
alarme carro stetsom elite top antifurto canivete,Nota: nota 3,automotivo,alarme rastreador,m,mg,produto bom chegou antes previsto compra ocorre chave canivete mostrada anuncio nao entregue sendo chave modelo padrao universal anuncio design atrativo diferenciado razao opcao entanto nao entregam outra coisa quis comprar central alarme porque veio pequeno problema nao compensa desgaste troca vez instalado entanto fornecedor nao vende peca avulsa comprar peca completa considero negativo entanto recomendo produto
album copa mundo russia 2018 capa dura 60 figurinhas,Nota: nota 5,livros,esportes,m,sp,produto perfeito ficou pendencia entrega prazo demorou demais criou expectativa nao descrito site | material otima qualidade envio dentro prazo | prazo entrega longo demorou entrega emissao nota fiscal | chegou rapido perfeito estado bem embalado parabens | produto otima qualidade entrega antes prazorecomendo loja satisfeito | produto oficial prazo entrega bom compraria novamente | enquanto album capa dura bom capa mole decepcionante | produto acordo anunciado entrega antes prazo estipulado | produto bom boa qualidade porem album veio avaria veio 1 pacote menos figurinhas nao devolvi porque problemas pequenos ja muita expectativa fato ja muitas figurinhas colar album avaliacao ruim devido decepcao ja optei comprar album caro pois coleciono todas copas
album fotografico viagem vintage p 500 fotos 10x15 86197,Nota: nota 4,papelaria,albuns fotografia,f,sp,produto qualidade otimo acabamento superou expectativas gostei
album fotos luxo feminino 500 fotos 10x15,Nota: nota 1,papelaria,albuns fotografia,f,sp,produto baixissima qualidade fotos sao colocadas sacrificio envelopes nao recomendo
album preto pvc 200 moedas bolsas 40x40mm aba 2arg,Nota: nota 4,papelaria,pastas organizadores,m,sp,produto recebido acordo expectativa | comprei paguei absurdo frete pra chegar 120 inves 200 absurdo falta respeito consumidor
albumina natural sabor 500g cpovos,Nota: nota 5,suplementos vitaminas,massa muscular,m,sp,produto natural excelente qualidade produto chegou acordo encomenda
alcool gel purell® antisseptico instantaneo maos 30ml,Nota: nota 5,utilidades domesticas,material limpeza,f,sp,produto otima qualidade entrega prazo correto recomendo
alfabeto madeira first steps,Nota: nota 5,bebes,brinquedos bebe,f,rj,produto boa qualidade bonito foto inacreditavelmente recomendo filhos pequenos
alfaparf midollo di bamboo proc duo kit 2 produtos,Nota: nota 5,beleza perfumaria,cabelo,f,sp,luzes unica mascara q hidrata cabelo
alfaparf semi di lino diamante illuminating kit duo 2 produtos,Nota: nota 3,beleza perfumaria,produtos cabelo,f,pr,xampu bom porem cabelos finos achei deixou raiz pouco solta
alicate amperimetro digital 1000a et3200 minipa,Nota: nota 4,ferramentas jardim,ferramentas manuais,m,rj,atende necessidades acordo especificacoes fabricante normas
alicate amperimetro digital et3166a cat iii 600v minipa,Nota: nota 5,ferramentas jardim,ferramentas manuais,m,sp,otimo equipamento recomendo chegou antes prazo
alicate amperimetro digital profissional ac dc exbom mdy400,Nota: nota 3,ferramentas jardim,ferramentas manuais,m,sc,compra americanascom confianca aumenta divulgo grato
alicate amperimetro garra 30mm 400a ac cat iii 600v fluke302,Nota: nota 4,ferramentas jardim,ferramentas manuais,m,pe,instrumento medicao bom fluke despensa comentarios equipamentos top linha
alicate compressao rg6rg59 decapador 25 conectores prof,Nota: nota 1,ferramentas jardim,ferramentas manuais,m,sp,nao gostei alicate crimparveio faltando peca parte onde encaixa conector rg6 defeito muita folga nao comprime
alicate cortador decapador fios 6 polegadas,Nota: nota 4,casa construcao,ferramentas,m,sp,olha funcao faz perfeito pra corta fio navalha bom uso servicos domesticos gostei recomendo
alicate corte diagonal modelo sueco 8314160 iox fosfatizadogedore8314160,Nota: nota 1,ferramentas jardim,ferramentas manuais,f,sp,modelo alicate chega residencia nao foto alicate chega totalmente diferente foto outro modelo pessima qualidade transtorno atendimento devolucao
alicate desencapador fios ajustavel gross,Nota: nota 5,ferramentas jardim,ferramentas manuais,m,mg,excelente produto funciona beleza maior praticidade agilidade realizacao servicos
alicate mosaico corta facil,Nota: nota 3,papelaria,material artesanato,f,pr,bom gosto cortar espelhos preciso pegar jeito usar senao fica torto | ainda nao recebi produto fiz compra ha mes ainda aguardando chegada produto
alicate pregar botao pressao plastico westpress,Nota: nota 5,artesanato,patchwork,f,sp,otimo produto recomendo entregue antes prazo prometido obrigada | bom produto ideal preciso recomendo vendedor
alices adventures in wonderland other stories,Nota: nota 5,livros,literatura estrangeira,f,sp,livro lindo bem grosso muitass folhas douradas ilustracao folhas amareladas vale pena gostei
alisehair progressiva chuveiro 500 ml,Nota: nota 5,beleza perfumaria,cabelo,f,sp,uso outros produtos desta marca todos sao otimos cabelo lindo ate cabeleireira elogiou disse bem hidratado super aprovado recomendo
all in one dell ione3464d30 7ª geracao intel core i5 8gb 1tb led 238 full hd touch linux branco,Nota: nota 5,informatica,computadores all in one,f,sp,computador excelente atendimento dell tambem sistema linux nao atende necessidades basicas assim alterar sistema
all in one positivo union pctv ud3553 celeron 4gb 500gb led 18 polegadas windows 10,Nota: nota 1,informatica,computadores all in one,m,ce,logistica entrega pessima pedi produto dia 1404 previsao entrega ate dia 0205 entanto ate hoje nao chegou deram outra previsao ate dia 2805 nao seguranca produto ira chegar condicoes chegara
all in one union ud3531 celeron dc 4gb 32gb emmc 18 polegadas w10,Nota: nota 5,informatica,computadores all in one,m,pr,produto muita qualidade preco justo alem entrega rapida
allermyl shampoo virbac glico 500ml,Nota: nota 5,pet shop,caes,f,sp,animais problema pele alergias super recomendo
almanaque pensamento 2018,Nota: nota 4,livros,esoterismo,m,sp,entrega tempo conforme informado produto ve bem embalado
almofada assento futton alasca 40x40cm azul,Nota: nota 4,moveis,sofa,f,sp,almofadas sao lindas acho resistentes cor linda chegou prazo esperava recomendo todos procuram almofada cadeira bom
almofada banho bebe rosa,Nota: nota 4,bebes,bercario,f,ms,otimo produto compra tranquila entrega rapida bom
almofada banho turquesa buba baby,Nota: nota 5,bebes,higiene saude,f,sp,produto igual foto ainda nao teste dado chade bebe bebe ainda nao nasceu possa avaliar melhor
almofada banho zig zag baby pil,Nota: nota 5,bebes,banho bebe,f,sc,gostei produto rapidez entrega otima experiencia compra parabens
almofada bichinho gata panqueca mini fom,Nota: nota 5,brinquedos,pelucias,f,sp,otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo
almofada carrinho comfi cush stars clingo,Nota: nota 5,bebes,bercario,f,sp,carrinho parecia espinhos gemeos aceitaram ficar deitados nele colchonete firme porem macio
almofada dagua caixa ovo redonda orificio antiescaras,Nota: nota 1,saude,equipamentos medicos hospitalares,f,sp,nao consegui encher ar pois nao possibilidade travar ar fechar agua fica dificil encher alem ficar gelado
almofada inflavel quadrada orificio bioflorence,Nota: nota 4,esporte lazer,musculacao fitness,m,sp,util finalidade destina produto bem feito qualidade
almofada leaozinho divertido fisher price,Nota: nota 5,bebes,brinquedos bebe,m,sp,excelente produto desenvolvimento bebe recomendo todos
almofada lombar azul copespuma,Nota: nota 5,cama mesa banho,acessorios capas,f,sp,satisfez necessidades boa qualidade chegou prazo
almofada massageadora movimentos shiatsu infravermelho,Nota: nota 3,saude,massagem relaxamento,f,sp,fonte energia veio defeito nao liga aparelho descobri testei fonte colega
almofada pelucia unicornio 65 cm branco rosa,Nota: nota 3,brinquedos,pelucias,f,sp,almofada bonita porem fornecedor atrasou entrega nao pude presentear natal pra ter acontecido
almofada porta pipoca prepara kathavento,Nota: nota 4,decoracao,almofadas capas,m,rj,comprei presentear amiga surpreendi chegou material tanto almofada quanto copo portapipoca otimo aparentemente bem resistente imaginei copo pequeno tamanho bem legal ainda veio tampa
almofada rolo amor casal,Nota: nota 5,decoracao,almofadas capas,f,sp,almofada linda bem confeccionada estrutura firme atendeu bem esperado
almofadas sala amarela alure 4 unidades 45cm silicone refil,Nota: nota 4,decoracao,almofadas capas,f,rj,produto boa qualidadesuperou expectativas parabens
almofadas sala amarela harmonia 4 unidades 45cm silicone refil,Nota: nota 5,decoracao,almofadas capas,f,sp,lindas almofadas otima qualidadee falar entrega perfeita sempre compro site ficaram lindas sofa amei
aloe vera 500mg kit 300 capsulas,Nota: nota 4,suplementos vitaminas,fitoterapicos funcionais,m,ba,capsulas aloe vera tambem conhecida babosa alem regular funcoes intestinais servem complementacao dieta balanceada suprindo necessidades zinco calcio manganes ferro organismo auxiliando todo sistema imunologico respiratorio fortalecimento ossos dentes ainda ajudam prevenir controlar doencas herpes equilibrar ph sangue
alto falante 5 poleg quadriaxial h154 150w par hurricane,Nota: nota 5,automotivo,altofalantes,m,to,som automotivo basico posso confiar qualidade distorcoes
